shirt_color_name,shirt_hex,pant_color_name,pant_hex,accessory_suggestion,style_type
red,#FF0000,black,#000000,belt,casual
red,#FF0000,black,#000000,bracelet,sport
red,#FF0000,black,#000000,bracelet,sport
red,#FF0000,black,#000000,cap,sport
red,#FF0000,black,#000000,watch,sport
red,#FF0000,black,#000000,cap,party
red,#FF0000,black,#000000,watch,formal
red,#FF0000,black,#000000,sunglass,formal
red,#FF0000,black,#000000,sunglass,formal
red,#FF0000,black,#000000,bracelet,casual
red,#FF0000,black,#000000,sunglass,casual
red,#FF0000,black,#000000,sunglass,party
red,#FF0000,black,#000000,sunglass,formal
red,#FF0000,black,#000000,bracelet,party
red,#FF0000,black,#000000,cap,formal
red,#FF0000,black,#000000,bracelet,sport
red,#FF0000,black,#000000,sunglass,casual
red,#FF0000,black,#000000,watch,sport
red,#FF0000,black,#000000,cap,casual
red,#FF0000,black,#000000,watch,sport
red,#FF0000,black,#000000,bracelet,sport
red,#FF0000,black,#000000,belt,formal
red,#FF0000,black,#000000,cap,casual
red,#FF0000,black,#000000,sunglass,formal
red,#FF0000,black,#000000,bracelet,casual
red,#FF0000,black,#000000,sunglass,casual
red,#FF0000,black,#000000,sunglass,casual
red,#FF0000,black,#000000,bracelet,casual
red,#FF0000,black,#000000,belt,party
red,#FF0000,black,#000000,watch,party
red,#FF0000,black,#000000,cap,party
red,#FF0000,black,#000000,watch,casual
red,#FF0000,black,#000000,cap,casual
red,#FF0000,black,#000000,watch,casual
red,#FF0000,black,#000000,watch,casual
red,#FF0000,black,#000000,belt,party
red,#FF0000,black,#000000,bracelet,casual
red,#FF0000,black,#000000,belt,formal
red,#FF0000,black,#000000,belt,sport
red,#FF0000,black,#000000,sunglass,sport
red,#FF0000,white,#FFFFFF,sunglass,sport
red,#FF0000,white,#FFFFFF,watch,sport
red,#FF0000,white,#FFFFFF,watch,casual
red,#FF0000,white,#FFFFFF,sunglass,party
red,#FF0000,white,#FFFFFF,belt,party
red,#FF0000,white,#FFFFFF,bracelet,formal
red,#FF0000,white,#FFFFFF,watch,party
red,#FF0000,white,#FFFFFF,watch,formal
red,#FF0000,white,#FFFFFF,belt,formal
red,#FF0000,white,#FFFFFF,belt,casual
red,#FF0000,white,#FFFFFF,sunglass,formal
red,#FF0000,white,#FFFFFF,belt,formal
red,#FF0000,white,#FFFFFF,watch,party
red,#FF0000,white,#FFFFFF,watch,casual
red,#FF0000,white,#FFFFFF,belt,casual
red,#FF0000,white,#FFFFFF,cap,sport
red,#FF0000,white,#FFFFFF,watch,sport
red,#FF0000,white,#FFFFFF,watch,formal
red,#FF0000,white,#FFFFFF,bracelet,sport
red,#FF0000,white,#FFFFFF,bracelet,formal
red,#FF0000,white,#FFFFFF,cap,party
red,#FF0000,white,#FFFFFF,watch,casual
red,#FF0000,white,#FFFFFF,belt,party
red,#FF0000,white,#FFFFFF,sunglass,formal
red,#FF0000,white,#FFFFFF,bracelet,casual
red,#FF0000,white,#FFFFFF,belt,party
red,#FF0000,white,#FFFFFF,watch,sport
red,#FF0000,white,#FFFFFF,cap,casual
red,#FF0000,white,#FFFFFF,sunglass,formal
red,#FF0000,white,#FFFFFF,cap,casual
red,#FF0000,white,#FFFFFF,belt,party
red,#FF0000,white,#FFFFFF,sunglass,casual
red,#FF0000,white,#FFFFFF,cap,casual
red,#FF0000,white,#FFFFFF,cap,party
red,#FF0000,white,#FFFFFF,bracelet,party
red,#FF0000,white,#FFFFFF,bracelet,party
red,#FF0000,white,#FFFFFF,sunglass,formal
red,#FF0000,white,#FFFFFF,sunglass,sport
red,#FF0000,white,#FFFFFF,belt,casual
red,#FF0000,white,#FFFFFF,cap,party
red,#FF0000,beige,#F5F5DC,belt,sport
red,#FF0000,beige,#F5F5DC,sunglass,sport
red,#FF0000,beige,#F5F5DC,belt,formal
red,#FF0000,beige,#F5F5DC,belt,sport
red,#FF0000,beige,#F5F5DC,bracelet,sport
red,#FF0000,beige,#F5F5DC,belt,formal
red,#FF0000,beige,#F5F5DC,watch,sport
red,#FF0000,beige,#F5F5DC,watch,casual
red,#FF0000,beige,#F5F5DC,belt,party
red,#FF0000,beige,#F5F5DC,sunglass,sport
red,#FF0000,beige,#F5F5DC,bracelet,casual
red,#FF0000,beige,#F5F5DC,bracelet,formal
red,#FF0000,beige,#F5F5DC,cap,casual
red,#FF0000,beige,#F5F5DC,cap,sport
red,#FF0000,beige,#F5F5DC,sunglass,formal
red,#FF0000,beige,#F5F5DC,sunglass,formal
red,#FF0000,beige,#F5F5DC,bracelet,party
red,#FF0000,beige,#F5F5DC,bracelet,party
red,#FF0000,beige,#F5F5DC,sunglass,casual
red,#FF0000,beige,#F5F5DC,watch,sport
red,#FF0000,beige,#F5F5DC,sunglass,formal
red,#FF0000,beige,#F5F5DC,bracelet,sport
red,#FF0000,beige,#F5F5DC,bracelet,formal
red,#FF0000,beige,#F5F5DC,bracelet,sport
red,#FF0000,beige,#F5F5DC,sunglass,sport
red,#FF0000,beige,#F5F5DC,bracelet,formal
red,#FF0000,beige,#F5F5DC,belt,casual
red,#FF0000,beige,#F5F5DC,cap,party
red,#FF0000,beige,#F5F5DC,bracelet,sport
red,#FF0000,beige,#F5F5DC,belt,sport
red,#FF0000,beige,#F5F5DC,bracelet,sport
red,#FF0000,beige,#F5F5DC,belt,formal
red,#FF0000,beige,#F5F5DC,watch,party
red,#FF0000,beige,#F5F5DC,watch,sport
red,#FF0000,beige,#F5F5DC,sunglass,formal
red,#FF0000,beige,#F5F5DC,watch,sport
red,#FF0000,beige,#F5F5DC,watch,formal
red,#FF0000,beige,#F5F5DC,watch,formal
red,#FF0000,beige,#F5F5DC,watch,formal
red,#FF0000,beige,#F5F5DC,sunglass,formal
blue,#0000FF,grey,#808080,sunglass,party
blue,#0000FF,grey,#808080,bracelet,sport
blue,#0000FF,grey,#808080,cap,sport
blue,#0000FF,grey,#808080,sunglass,sport
blue,#0000FF,grey,#808080,sunglass,party
blue,#0000FF,grey,#808080,cap,party
blue,#0000FF,grey,#808080,belt,party
blue,#0000FF,grey,#808080,sunglass,casual
blue,#0000FF,grey,#808080,bracelet,casual
blue,#0000FF,grey,#808080,watch,casual
blue,#0000FF,grey,#808080,belt,sport
blue,#0000FF,grey,#808080,belt,sport
blue,#0000FF,grey,#808080,cap,formal
blue,#0000FF,grey,#808080,bracelet,formal
blue,#0000FF,grey,#808080,cap,sport
blue,#0000FF,grey,#808080,belt,casual
blue,#0000FF,grey,#808080,sunglass,sport
blue,#0000FF,grey,#808080,belt,formal
blue,#0000FF,grey,#808080,cap,formal
blue,#0000FF,grey,#808080,bracelet,sport
blue,#0000FF,grey,#808080,bracelet,sport
blue,#0000FF,grey,#808080,watch,casual
blue,#0000FF,grey,#808080,sunglass,sport
blue,#0000FF,grey,#808080,watch,sport
blue,#0000FF,grey,#808080,watch,formal
blue,#0000FF,grey,#808080,bracelet,sport
blue,#0000FF,grey,#808080,cap,sport
blue,#0000FF,grey,#808080,cap,party
blue,#0000FF,grey,#808080,belt,formal
blue,#0000FF,grey,#808080,watch,sport
blue,#0000FF,grey,#808080,watch,party
blue,#0000FF,grey,#808080,belt,formal
blue,#0000FF,grey,#808080,belt,casual
blue,#0000FF,grey,#808080,belt,sport
blue,#0000FF,grey,#808080,cap,casual
blue,#0000FF,grey,#808080,sunglass,casual
blue,#0000FF,grey,#808080,watch,formal
blue,#0000FF,grey,#808080,watch,party
blue,#0000FF,grey,#808080,sunglass,sport
blue,#0000FF,grey,#808080,watch,casual
blue,#0000FF,white,#FFFFFF,bracelet,sport
blue,#0000FF,white,#FFFFFF,sunglass,party
blue,#0000FF,white,#FFFFFF,watch,sport
blue,#0000FF,white,#FFFFFF,sunglass,party
blue,#0000FF,white,#FFFFFF,watch,casual
blue,#0000FF,white,#FFFFFF,cap,party
blue,#0000FF,white,#FFFFFF,sunglass,formal
blue,#0000FF,white,#FFFFFF,watch,casual
blue,#0000FF,white,#FFFFFF,bracelet,formal
blue,#0000FF,white,#FFFFFF,cap,casual
blue,#0000FF,white,#FFFFFF,cap,casual
blue,#0000FF,white,#FFFFFF,watch,party
blue,#0000FF,white,#FFFFFF,belt,party
blue,#0000FF,white,#FFFFFF,belt,formal
blue,#0000FF,white,#FFFFFF,bracelet,sport
blue,#0000FF,white,#FFFFFF,watch,casual
blue,#0000FF,white,#FFFFFF,watch,formal
blue,#0000FF,white,#FFFFFF,watch,casual
blue,#0000FF,white,#FFFFFF,cap,party
blue,#0000FF,white,#FFFFFF,belt,party
blue,#0000FF,white,#FFFFFF,sunglass,casual
blue,#0000FF,white,#FFFFFF,cap,party
blue,#0000FF,white,#FFFFFF,cap,casual
blue,#0000FF,white,#FFFFFF,bracelet,sport
blue,#0000FF,white,#FFFFFF,bracelet,casual
blue,#0000FF,white,#FFFFFF,watch,formal
blue,#0000FF,white,#FFFFFF,sunglass,formal
blue,#0000FF,white,#FFFFFF,watch,casual
blue,#0000FF,white,#FFFFFF,watch,sport
blue,#0000FF,white,#FFFFFF,watch,party
blue,#0000FF,white,#FFFFFF,sunglass,sport
blue,#0000FF,white,#FFFFFF,belt,party
blue,#0000FF,white,#FFFFFF,cap,casual
blue,#0000FF,white,#FFFFFF,bracelet,formal
blue,#0000FF,white,#FFFFFF,bracelet,formal
blue,#0000FF,white,#FFFFFF,belt,party
blue,#0000FF,white,#FFFFFF,bracelet,party
blue,#0000FF,white,#FFFFFF,cap,sport
blue,#0000FF,white,#FFFFFF,cap,sport
blue,#0000FF,white,#FFFFFF,belt,casual
blue,#0000FF,beige,#F5F5DC,bracelet,sport
blue,#0000FF,beige,#F5F5DC,sunglass,party
blue,#0000FF,beige,#F5F5DC,belt,party
blue,#0000FF,beige,#F5F5DC,watch,sport
blue,#0000FF,beige,#F5F5DC,watch,party
blue,#0000FF,beige,#F5F5DC,sunglass,casual
blue,#0000FF,beige,#F5F5DC,belt,sport
blue,#0000FF,beige,#F5F5DC,cap,party
blue,#0000FF,beige,#F5F5DC,bracelet,party
blue,#0000FF,beige,#F5F5DC,cap,casual
blue,#0000FF,beige,#F5F5DC,bracelet,formal
blue,#0000FF,beige,#F5F5DC,watch,party
blue,#0000FF,beige,#F5F5DC,belt,sport
blue,#0000FF,beige,#F5F5DC,watch,formal
blue,#0000FF,beige,#F5F5DC,cap,party
blue,#0000FF,beige,#F5F5DC,watch,sport
blue,#0000FF,beige,#F5F5DC,belt,casual
blue,#0000FF,beige,#F5F5DC,bracelet,party
blue,#0000FF,beige,#F5F5DC,belt,party
blue,#0000FF,beige,#F5F5DC,sunglass,casual
blue,#0000FF,beige,#F5F5DC,watch,formal
blue,#0000FF,beige,#F5F5DC,cap,formal
blue,#0000FF,beige,#F5F5DC,watch,sport
blue,#0000FF,beige,#F5F5DC,watch,casual
blue,#0000FF,beige,#F5F5DC,bracelet,sport
blue,#0000FF,beige,#F5F5DC,bracelet,formal
blue,#0000FF,beige,#F5F5DC,watch,sport
blue,#0000FF,beige,#F5F5DC,bracelet,casual
blue,#0000FF,beige,#F5F5DC,cap,sport
blue,#0000FF,beige,#F5F5DC,belt,party
blue,#0000FF,beige,#F5F5DC,watch,party
blue,#0000FF,beige,#F5F5DC,cap,sport
blue,#0000FF,beige,#F5F5DC,bracelet,casual
blue,#0000FF,beige,#F5F5DC,belt,casual
blue,#0000FF,beige,#F5F5DC,cap,party
blue,#0000FF,beige,#F5F5DC,bracelet,formal
blue,#0000FF,beige,#F5F5DC,cap,casual
blue,#0000FF,beige,#F5F5DC,sunglass,party
blue,#0000FF,beige,#F5F5DC,cap,formal
blue,#0000FF,beige,#F5F5DC,bracelet,party
black,#000000,white,#FFFFFF,belt,casual
black,#000000,white,#FFFFFF,watch,sport
black,#000000,white,#FFFFFF,bracelet,sport
black,#000000,white,#FFFFFF,bracelet,party
black,#000000,white,#FFFFFF,watch,party
black,#000000,white,#FFFFFF,belt,sport
black,#000000,white,#FFFFFF,bracelet,sport
black,#000000,white,#FFFFFF,bracelet,party
black,#000000,white,#FFFFFF,sunglass,casual
black,#000000,white,#FFFFFF,watch,casual
black,#000000,white,#FFFFFF,sunglass,sport
black,#000000,white,#FFFFFF,belt,casual
black,#000000,white,#FFFFFF,belt,formal
black,#000000,white,#FFFFFF,cap,formal
black,#000000,white,#FFFFFF,cap,party
black,#000000,white,#FFFFFF,cap,sport
black,#000000,white,#FFFFFF,cap,party
black,#000000,white,#FFFFFF,sunglass,formal
black,#000000,white,#FFFFFF,sunglass,sport
black,#000000,white,#FFFFFF,sunglass,formal
black,#000000,white,#FFFFFF,watch,sport
black,#000000,white,#FFFFFF,sunglass,party
black,#000000,white,#FFFFFF,bracelet,party
black,#000000,white,#FFFFFF,sunglass,formal
black,#000000,white,#FFFFFF,watch,casual
black,#000000,white,#FFFFFF,bracelet,party
black,#000000,white,#FFFFFF,cap,formal
black,#000000,white,#FFFFFF,watch,formal
black,#000000,white,#FFFFFF,sunglass,casual
black,#000000,white,#FFFFFF,watch,sport
black,#000000,white,#FFFFFF,sunglass,formal
black,#000000,white,#FFFFFF,sunglass,casual
black,#000000,white,#FFFFFF,sunglass,party
black,#000000,white,#FFFFFF,sunglass,party
black,#000000,white,#FFFFFF,watch,sport
black,#000000,white,#FFFFFF,cap,casual
black,#000000,white,#FFFFFF,cap,casual
black,#000000,white,#FFFFFF,bracelet,party
black,#000000,white,#FFFFFF,bracelet,party
black,#000000,white,#FFFFFF,watch,party
black,#000000,cream,#FFFDD0,cap,casual
black,#000000,cream,#FFFDD0,sunglass,party
black,#000000,cream,#FFFDD0,watch,sport
black,#000000,cream,#FFFDD0,watch,party
black,#000000,cream,#FFFDD0,watch,party
black,#000000,cream,#FFFDD0,sunglass,formal
black,#000000,cream,#FFFDD0,sunglass,sport
black,#000000,cream,#FFFDD0,bracelet,casual
black,#000000,cream,#FFFDD0,sunglass,formal
black,#000000,cream,#FFFDD0,belt,sport
black,#000000,cream,#FFFDD0,watch,formal
black,#000000,cream,#FFFDD0,bracelet,sport
black,#000000,cream,#FFFDD0,cap,casual
black,#000000,cream,#FFFDD0,belt,sport
black,#000000,cream,#FFFDD0,sunglass,casual
black,#000000,cream,#FFFDD0,watch,sport
black,#000000,cream,#FFFDD0,watch,sport
black,#000000,cream,#FFFDD0,cap,formal
black,#000000,cream,#FFFDD0,cap,sport
black,#000000,cream,#FFFDD0,cap,party
black,#000000,cream,#FFFDD0,belt,formal
black,#000000,cream,#FFFDD0,watch,sport
black,#000000,cream,#FFFDD0,sunglass,formal
black,#000000,cream,#FFFDD0,watch,sport
black,#000000,cream,#FFFDD0,cap,sport
black,#000000,cream,#FFFDD0,cap,casual
black,#000000,cream,#FFFDD0,watch,sport
black,#000000,cream,#FFFDD0,cap,casual
black,#000000,cream,#FFFDD0,sunglass,party
black,#000000,cream,#FFFDD0,cap,party
black,#000000,cream,#FFFDD0,watch,formal
black,#000000,cream,#FFFDD0,watch,sport
black,#000000,cream,#FFFDD0,sunglass,formal
black,#000000,cream,#FFFDD0,bracelet,casual
black,#000000,cream,#FFFDD0,watch,sport
black,#000000,cream,#FFFDD0,sunglass,party
black,#000000,cream,#FFFDD0,sunglass,formal
black,#000000,cream,#FFFDD0,sunglass,formal
black,#000000,cream,#FFFDD0,cap,sport
black,#000000,cream,#FFFDD0,cap,sport
black,#000000,grey,#808080,bracelet,casual
black,#000000,grey,#808080,bracelet,party
black,#000000,grey,#808080,cap,party
black,#000000,grey,#808080,belt,casual
black,#000000,grey,#808080,sunglass,casual
black,#000000,grey,#808080,cap,party
black,#000000,grey,#808080,cap,party
black,#000000,grey,#808080,belt,party
black,#000000,grey,#808080,cap,sport
black,#000000,grey,#808080,cap,casual
black,#000000,grey,#808080,cap,party
black,#000000,grey,#808080,sunglass,casual
black,#000000,grey,#808080,belt,formal
black,#000000,grey,#808080,belt,casual
black,#000000,grey,#808080,watch,casual
black,#000000,grey,#808080,sunglass,casual
black,#000000,grey,#808080,bracelet,party
black,#000000,grey,#808080,belt,casual
black,#000000,grey,#808080,cap,party
black,#000000,grey,#808080,bracelet,casual
black,#000000,grey,#808080,cap,casual
black,#000000,grey,#808080,watch,party
black,#000000,grey,#808080,cap,formal
black,#000000,grey,#808080,watch,casual
black,#000000,grey,#808080,bracelet,formal
black,#000000,grey,#808080,bracelet,party
black,#000000,grey,#808080,belt,casual
black,#000000,grey,#808080,watch,party
black,#000000,grey,#808080,bracelet,party
black,#000000,grey,#808080,watch,casual
black,#000000,grey,#808080,cap,party
black,#000000,grey,#808080,sunglass,party
black,#000000,grey,#808080,watch,sport
black,#000000,grey,#808080,sunglass,formal
black,#000000,grey,#808080,cap,casual
black,#000000,grey,#808080,belt,formal
black,#000000,grey,#808080,sunglass,party
black,#000000,grey,#808080,sunglass,casual
black,#000000,grey,#808080,watch,casual
black,#000000,grey,#808080,bracelet,casual
white,#FFFFFF,black,#000000,cap,party
white,#FFFFFF,black,#000000,bracelet,formal
white,#FFFFFF,black,#000000,cap,sport
white,#FFFFFF,black,#000000,belt,casual
white,#FFFFFF,black,#000000,bracelet,formal
white,#FFFFFF,black,#000000,sunglass,casual
white,#FFFFFF,black,#000000,watch,casual
white,#FFFFFF,black,#000000,belt,sport
white,#FFFFFF,black,#000000,sunglass,sport
white,#FFFFFF,black,#000000,belt,sport
white,#FFFFFF,black,#000000,cap,formal
white,#FFFFFF,black,#000000,sunglass,casual
white,#FFFFFF,black,#000000,watch,sport
white,#FFFFFF,black,#000000,belt,sport
white,#FFFFFF,black,#000000,sunglass,formal
white,#FFFFFF,black,#000000,watch,casual
white,#FFFFFF,black,#000000,belt,formal
white,#FFFFFF,black,#000000,sunglass,sport
white,#FFFFFF,black,#000000,watch,casual
white,#FFFFFF,black,#000000,cap,party
white,#FFFFFF,black,#000000,belt,sport
white,#FFFFFF,black,#000000,bracelet,casual
white,#FFFFFF,black,#000000,belt,formal
white,#FFFFFF,black,#000000,watch,party
white,#FFFFFF,black,#000000,belt,sport
white,#FFFFFF,black,#000000,watch,casual
white,#FFFFFF,black,#000000,cap,sport
white,#FFFFFF,black,#000000,sunglass,sport
white,#FFFFFF,black,#000000,bracelet,party
white,#FFFFFF,black,#000000,sunglass,formal
white,#FFFFFF,black,#000000,sunglass,casual
white,#FFFFFF,black,#000000,bracelet,sport
white,#FFFFFF,black,#000000,cap,party
white,#FFFFFF,black,#000000,cap,casual
white,#FFFFFF,black,#000000,belt,party
white,#FFFFFF,black,#000000,bracelet,formal
white,#FFFFFF,black,#000000,watch,party
white,#FFFFFF,black,#000000,bracelet,party
white,#FFFFFF,black,#000000,belt,formal
white,#FFFFFF,black,#000000,sunglass,party
white,#FFFFFF,blue,#0000FF,watch,sport
white,#FFFFFF,blue,#0000FF,watch,casual
white,#FFFFFF,blue,#0000FF,belt,formal
white,#FFFFFF,blue,#0000FF,cap,party
white,#FFFFFF,blue,#0000FF,belt,formal
white,#FFFFFF,blue,#0000FF,belt,party
white,#FFFFFF,blue,#0000FF,bracelet,party
white,#FFFFFF,blue,#0000FF,belt,party
white,#FFFFFF,blue,#0000FF,sunglass,party
white,#FFFFFF,blue,#0000FF,belt,party
white,#FFFFFF,blue,#0000FF,cap,sport
white,#FFFFFF,blue,#0000FF,watch,formal
white,#FFFFFF,blue,#0000FF,watch,party
white,#FFFFFF,blue,#0000FF,belt,casual
white,#FFFFFF,blue,#0000FF,watch,sport
white,#FFFFFF,blue,#0000FF,watch,casual
white,#FFFFFF,blue,#0000FF,belt,casual
white,#FFFFFF,blue,#0000FF,belt,formal
white,#FFFFFF,blue,#0000FF,watch,casual
white,#FFFFFF,blue,#0000FF,cap,party
white,#FFFFFF,blue,#0000FF,cap,casual
white,#FFFFFF,blue,#0000FF,belt,casual
white,#FFFFFF,blue,#0000FF,cap,sport
white,#FFFFFF,blue,#0000FF,watch,casual
white,#FFFFFF,blue,#0000FF,cap,casual
white,#FFFFFF,blue,#0000FF,cap,sport
white,#FFFFFF,blue,#0000FF,belt,casual
white,#FFFFFF,blue,#0000FF,cap,casual
white,#FFFFFF,blue,#0000FF,bracelet,formal
white,#FFFFFF,blue,#0000FF,watch,casual
white,#FFFFFF,blue,#0000FF,watch,casual
white,#FFFFFF,blue,#0000FF,cap,sport
white,#FFFFFF,blue,#0000FF,belt,sport
white,#FFFFFF,blue,#0000FF,sunglass,formal
white,#FFFFFF,blue,#0000FF,sunglass,sport
white,#FFFFFF,blue,#0000FF,watch,formal
white,#FFFFFF,blue,#0000FF,watch,casual
white,#FFFFFF,blue,#0000FF,watch,formal
white,#FFFFFF,blue,#0000FF,belt,party
white,#FFFFFF,blue,#0000FF,watch,sport
white,#FFFFFF,brown,#A52A2A,sunglass,formal
white,#FFFFFF,brown,#A52A2A,bracelet,sport
white,#FFFFFF,brown,#A52A2A,belt,formal
white,#FFFFFF,brown,#A52A2A,cap,sport
white,#FFFFFF,brown,#A52A2A,cap,party
white,#FFFFFF,brown,#A52A2A,sunglass,formal
white,#FFFFFF,brown,#A52A2A,watch,casual
white,#FFFFFF,brown,#A52A2A,belt,formal
white,#FFFFFF,brown,#A52A2A,cap,formal
white,#FFFFFF,brown,#A52A2A,watch,sport
white,#FFFFFF,brown,#A52A2A,cap,party
white,#FFFFFF,brown,#A52A2A,sunglass,casual
white,#FFFFFF,brown,#A52A2A,watch,formal
white,#FFFFFF,brown,#A52A2A,watch,formal
white,#FFFFFF,brown,#A52A2A,watch,sport
white,#FFFFFF,brown,#A52A2A,belt,casual
white,#FFFFFF,brown,#A52A2A,sunglass,sport
white,#FFFFFF,brown,#A52A2A,sunglass,formal
white,#FFFFFF,brown,#A52A2A,cap,formal
white,#FFFFFF,brown,#A52A2A,bracelet,formal
white,#FFFFFF,brown,#A52A2A,cap,party
white,#FFFFFF,brown,#A52A2A,watch,sport
white,#FFFFFF,brown,#A52A2A,sunglass,party
white,#FFFFFF,brown,#A52A2A,watch,party
white,#FFFFFF,brown,#A52A2A,sunglass,sport
white,#FFFFFF,brown,#A52A2A,belt,casual
white,#FFFFFF,brown,#A52A2A,cap,formal
white,#FFFFFF,brown,#A52A2A,cap,formal
white,#FFFFFF,brown,#A52A2A,belt,casual
white,#FFFFFF,brown,#A52A2A,sunglass,party
white,#FFFFFF,brown,#A52A2A,watch,party
white,#FFFFFF,brown,#A52A2A,belt,formal
white,#FFFFFF,brown,#A52A2A,watch,casual
white,#FFFFFF,brown,#A52A2A,belt,sport
white,#FFFFFF,brown,#A52A2A,belt,sport
white,#FFFFFF,brown,#A52A2A,watch,sport
white,#FFFFFF,brown,#A52A2A,cap,sport
white,#FFFFFF,brown,#A52A2A,cap,party
white,#FFFFFF,brown,#A52A2A,watch,party
white,#FFFFFF,brown,#A52A2A,cap,casual
grey,#808080,black,#000000,belt,sport
grey,#808080,black,#000000,cap,casual
grey,#808080,black,#000000,watch,party
grey,#808080,black,#000000,belt,formal
grey,#808080,black,#000000,belt,sport
grey,#808080,black,#000000,cap,party
grey,#808080,black,#000000,belt,party
grey,#808080,black,#000000,sunglass,party
grey,#808080,black,#000000,bracelet,formal
grey,#808080,black,#000000,belt,formal
grey,#808080,black,#000000,belt,formal
grey,#808080,black,#000000,sunglass,casual
grey,#808080,black,#000000,watch,party
grey,#808080,black,#000000,watch,party
grey,#808080,black,#000000,belt,casual
grey,#808080,black,#000000,watch,sport
grey,#808080,black,#000000,belt,sport
grey,#808080,black,#000000,watch,formal
grey,#808080,black,#000000,belt,casual
grey,#808080,black,#000000,bracelet,casual
grey,#808080,black,#000000,sunglass,formal
grey,#808080,black,#000000,watch,casual
grey,#808080,black,#000000,belt,formal
grey,#808080,black,#000000,watch,party
grey,#808080,black,#000000,bracelet,sport
grey,#808080,black,#000000,sunglass,sport
grey,#808080,black,#000000,belt,party
grey,#808080,black,#000000,sunglass,sport
grey,#808080,black,#000000,belt,party
grey,#808080,black,#000000,belt,sport
grey,#808080,black,#000000,belt,casual
grey,#808080,black,#000000,cap,casual
grey,#808080,black,#000000,belt,party
grey,#808080,black,#000000,belt,formal
grey,#808080,black,#000000,belt,casual
grey,#808080,black,#000000,belt,sport
grey,#808080,black,#000000,belt,sport
grey,#808080,black,#000000,bracelet,formal
grey,#808080,black,#000000,sunglass,sport
grey,#808080,black,#000000,cap,formal
grey,#808080,navy,#000080,belt,formal
grey,#808080,navy,#000080,sunglass,casual
grey,#808080,navy,#000080,bracelet,sport
grey,#808080,navy,#000080,watch,casual
